319	NTC	150.7	154	149	150.7	154	-3.3	73	0.3440	2,268
320	FIRSTFIN	3.9	4	3.7	3.9	3.8	0.1	66	0.3420	89,796
321	SONARBAINS	21	21.7	20.7	20.8	21	0	53	0.3350	16,089
322	GHCL	19.1	20.4	19.1	19.1	19.5	-0.4	83	0.3330	17,313
323	ECABLES	104	107	104	104.2	104.6	-0.6	40	0.3210	3,069
324	SHAHJABANK	16.5	16.8	16.5	16.6	16.6	-0.1	48	0.3090	18,549
325	INDEXAGRO	60	60.8	60	60.2	60.4	-0.4	41	0.3040	5,022
326	GREENDELMF	4	4	3.9	4	3.9	0.1	16	0.3020	76,110
327	ACFL	14.5	14.7	14.4	14.5	14.4	0.1	59	0.3000	20,671
328	TILIL	36.5	37.4	36.4	36.4	36.6	-0.1	76	0.2840	7,747
329	UNITEDINS	33.9	35.6	33.8	33.9	33.8	0.1	61	0.2780	8,213
330	AGRANINS	22.5	23.3	22.4	22.5	22.8	-0.3	43	0.2700	11,902
331	JMISMDL	121.7	122.9	121.6	122	121.6	0.1	48	0.2690	2,204
332	ISLAMIINS	37	37.8	36.9	37	37	0	31	0.2690	7,260
333	APOLOISPAT	3.4	3.5	3.4	3.4	3.4	0	29	0.2590	75,835
334	PRIME1ICBA	5.1	5.2	5.1	5.1	5.2	-0.1	27	0.2580	50,556
335	ICBAGRANI1	6.7	6.7	6.7	6.7	6.7	0	31	0.2410	35,900
336	DAFODILCOM	58.7	59.3	58.1	58.7	58.1	0.6	27	0.2380	4,053
337	FAREASTLIF	25.6	27	25.5	25.6	25.9	-0.3	29	0.2370	9,260
338	ARAMIT	150.8	151.9	148.3	150.8	150.5	0.3	36	0.2360	1,574
339	RANFOUNDRY	130	134.7	130	130.6	130.3	-0.3	42	0.2360	1,802
340	APEXSPINN	81.6	83.7	81.5	81.6	82	-0.4	42	0.2240	2,746
341	MBL1STMF	4.4	4.5	4.3	4.3	4.4	0	12	0.2220	51,265
342	SONALILIFE	46.9	47.4	44.2	44.9	45	1.9	29	0.2190	4,870
343	WATACHEM	97.7	100	97.5	97.7	100.1	-2.4	23	0.2120	2,170
344	AAMRATECH	11.4	11.6	11.1	11.4	11.4	0	46	0.2100	18,581
345	EASTLAND	17.4	17.5	17.3	17.4	17.4	0	46	0.2060	11,865
346	SAFKOSPINN	9.8	9.9	9.6	9.7	9.8	0	21	0.2050	21,166
347	UTTARAFIN	12.2	12.8	12.2	12.4	12.3	-0.1	29	0.2000	16,102
348	AIBL1STIMF	6.7	6.8	6.5	6.7	6.7	0	28	0.1970	29,445
349	TUNGHAI	2.8	2.9	2.6	2.8	2.8	0	25	0.1940	69,337
350	ZAHINTEX	4.2	4.3	4.2	4.2	4.3	-0.1	56	0.1940	45,554
351	TALLUSPIN	4.9	5	4.8	4.9	4.9	0	47	0.1810	36,888
352	PRIMEINSUR	26	27.8	25.5	26.4	27.8	-1.8	18	0.1790	6,786
353	ICBEPMF1S1	5.1	5.3	5	5.1	5.1	0	14	0.1780	35,128
354	JUTESPINN	192.9	193.6	190.5	192	197.5	-4.6	47	0.1760	915
355	MIDASFIN	7	7	6.9	7	7	0	45	0.1580	22,571
356	NORTHRNINS	24.9	25.9	24.7	24.9	25.7	-0.8	24	0.1560	6,263
357	SKTRIMS	9.4	9.7	9.3	9.4	9.1	0.3	42	0.1560	16,492
358	AFCAGRO	7.8	7.9	7.6	7.6	7.7	0.1	35	0.1550	20,272
359	FASFIN	3.4	3.6	3.4	3.4	3.4	0	27	0.1440	42,036
360	SEMLIBBLSF	6.7	6.7	6.6	6.7	6.7	0	10	0.1410	21,144
361	VFSTDL	6.7	6.8	6.6	6.7	6.6	0.1	26	0.1210	18,212
362	GREENDELT	38	38.9	38	38.1	38.1	-0.1	21	0.1100	2,885
363	PREMIERLEA	3.1	3.2	3	3.1	3	0.1	29	0.1090	35,068
364	UNILEVERCL	2	2,176.8	2,103	2,127.2	2	26.2	7	0.1080	51
365	MEGHNAPET	20.1	21.4	19.9	20.1	20.3	-0.2	36	0.1050	5,217
366	CROWNCEMNT	44.6	45.2	43.2	44	43.9	0.7	27	0.1030	2,368
367	VAMLBDMF1	6.2	6.4	6.2	6.3	6.5	-0.3	15	0.0950	15,005
368	NORTHERN	90.3	92	90	91.5	92.3	-2	24	0.0930	1,010
369	MEGCONMILK	18	19.5	18	18.3	19.1	-1.1	30	0.0880	4,812
370	PRIMETEX	11.8	12.2	11.5	11.8	11.9	-0.1	77	0.0860	7,341
371	ALLTEX	9.8	10	8.8	9.7	9.6	0.2	24	0.0810	8,313
372	REGENTTEX	3.2	3.3	3.2	3.2	3.3	-0.1	25	0.0780	24,220
373	NURANI	3.1	3.3	3.1	3.2	3.1	0	17	0.0680	21,500
374	ZEALBANGLA	82.2	87.1	82	82.2	87.1	-4.9	16	0.0640	775
375	BIFC	6.2	6.5	6.1	6.2	6.2	0	14	0.0550	8,838
376	PURABIGEN	16.3	16.6	16.2	16.4	16.4	-0.1	32	0.0540	3,323
377	NCCBLMF1	5.1	5.2	5.1	5.1	5.1	0	12	0.0460	9,097
378	MITHUNKNIT	14.8	15.4	14.8	15	15.2	-0.4	18	0.0460	3,050
379	DULAMIACOT	66	68	66	67.6	66.2	-0.2	9	0.0440	645
380	PRAGATIINS	44.5	49	44.5	45.2	45	-0.5	19	0.0380	844
381	MEGHNACEM	37.4	37.5	36	36.3	37.6	-0.2	35	0.0320	888
382	RENWICKJA	638.5	669.5	609	656	623	15.5	6	0.0310	47
383	TAMIJTEX	98	98	96.7	98	97.5	0.5	10	0.0270	276
384	USMANIAGL	32.3	33	32.2	32.6	32.1	0.2	9	0.0270	839
385	STANCERAM	57.8	57.8	57.4	57.7	57.8	0	13	0.0240	409
386	HFL	7.9	8	7.8	7.9	7.9	0	13	0.0180	2,328
387	TAKAFULINS	32.2	32.2	31.4	31.7	31.9	0.3	13	0.0110	333
388	PLFSL	0	0	0	2.1	2.1	--	0	0.0000	0
389	DBH	0	0	0	33.4	33.4	--	0	0.0000	0
390	HWAWELLTEX	39.7	40.9	39.7	39.8	39.7	0	3	0.0000	11
391	ATCSLGF	0	0	0	7.5	7.5	--	0	0.0000	0
392	IPDC	0	0	0	14.4	14.4	--	0	0.0000	0
393	BEXIMCO	110.1	110.1	110.1	110.1	110.1	0	2	0.0000	2
394	EASTERNINS	0	0	0	39.1	39.1	--	0	0.0000	0
395	SAVAREFR	0	0	0	215.5	215.5	--	0	0.0000	0
396	MERCINS	0	0	0	23.7	23.7	--	0	0.0000	0
397	BDSERVICE	0	0	0	5.2	5.2	--	0	0.0000	0
